ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349562
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349563
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,BELVOIR CARE HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349564
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,DENTAK CARE AND SERVICES LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349565
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,DENTAK CARE AND SERVICES LTD,27-Dec-24,190.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349566
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349567
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,27-Dec-24,"1,546.00 ",RESIDENTIAL LONG TERM,V002349568
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,27-Dec-24,"1,546.00 ",RESIDENTIAL LONG TERM,V002349569
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,27-Dec-24,640.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349570
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FINBROOK LIMITED,27-Dec-24,640.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349571
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LITTLEBOROUGH CARE HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349572
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,27-Dec-24,203.14 ,ASSESSMENT CARE,V002349573
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,THE LAKES CARE CENTRE,27-Dec-24,"1,604.20 ",RESIDENTIAL LONG TERM,V002349574
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HELME HALL LTD,27-Dec-24,"3,416.80 ",RESIDENTIAL LONG TERM - MARKET FACTOR,V002349575
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HELME HALL LTD,27-Dec-24,"1,393.20 ",RESIDENTIAL LONG TERM,V002349576
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349577
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349578
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349579
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349580
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,100.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349581
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE LTD,27-Dec-24,750.00 ,RESIDENTIAL LONG TERM - MARKET FACTOR,V002349582
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE LTD,27-Dec-24,"1,450.00 ",RESIDENTIAL LONG TERM,V002349583
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WATERSIDE LODGE R H,27-Dec-24,"1,554.06 ",NURSING LONG TERM,V002349584
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WATERSIDE LODGE R H,27-Dec-24,273.44 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349585
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,BROWFIELD RESIDENTIAL HOME,27-Dec-24,"1,545.32 ",RESIDENTIAL LONG TERM - MARKET FACTOR,V002349586
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,BROWFIELD RESIDENTIAL HOME,27-Dec-24,"1,360.04 ",RESIDENTIAL LONG TERM,V002349587
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349588
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349589
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349590
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349591
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LEIGHTON HOUSE RETIREMENT HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349592
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349593
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,27-Dec-24,"1,546.00 ",RESIDENTIAL LONG TERM,V002349594
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349595
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HIGHFIELD HOUSE CARE HOME HEYWOOD LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349596
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",RESIDENTIAL LONG TERM,V002349597
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349598
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,SURE CARE UK LTD,27-Dec-24,400.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349599
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,SURE CARE UK LTD,27-Dec-24,"2,640.00 ",NURSING LONG TERM - MARKET FACTOR,V002349600
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,SURE CARE UK LTD,27-Dec-24,"1,600.00 ",NURSING LONG TERM,V002349601
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349602
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,124.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349603
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LYNDHURST RESIDENTIAL CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349604
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LYNDHURST RESIDENTIAL CARE HOME,27-Dec-24,"1,422.00 ",SHORT TERM CARE - RESIDENTIAL,V002349605
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ELIZABETH HOUSE OLDHAM LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349606
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LYNDHURST RESIDENTIAL CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349607
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LYNDHURST RESIDENTIAL CARE HOME,27-Dec-24,78.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349608
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HC ONE LIMITED,27-Dec-24,"1,468.60 ",RESIDENTIAL LONG TERM,V002349609
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349610
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,27-Dec-24,40.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349611
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,454.00 ,NURSING LONG TERM - MARKET FACTOR,V002349612
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349613
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,GP CARE SERVICES LTD,27-Dec-24,"1,962.36 ",RESIDENTIAL LONG TERM,V002349614
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349615
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HIGHFIELD HOUSE CARE HOME HEYWOOD LTD,27-Dec-24,"1,422.00 ",SHORT TERM CARE - RESIDENTIAL,V002349616
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LYNDHURST RESIDENTIAL CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349617
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HURST HALL CARE HOME LTD,27-Dec-24,"1,468.80 ",RESIDENTIAL LONG TERM,V002349618
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,CLEGGSWORTH CARE HOME LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349619
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ORBITAL CARE SERVICES 2 LTD,27-Dec-24,"1,836.54 ",NURSING LONG TERM,V002349620
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ANTONI AND RIENZIE LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349621
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349622
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,PARK HOUSE RESIDENTIAL CARE LTD,27-Dec-24,"1,393.20 ",RESIDENTIAL LONG TERM,V002349623
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,PARK HOUSE RESIDENTIAL CARE LTD,27-Dec-24,40.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349624
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349625
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HIGHFIELD MANOR CARE HOME LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349626
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,PASSMONDS NURSING HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349627
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349628
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HURSTEAD HOUSE CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349629
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349630
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,60.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349631
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349632
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,454.00 ,NURSING LONG TERM - MARKET FACTOR,V002349633
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349634
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,SPRINGFIELD PARK LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349635
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,FRANKLIN CARE GROUP LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349636
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,GP CARE SERVICES LTD,27-Dec-24,"3,102.08 ",RESIDENTIAL LONG TERM,V002349637
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349638
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349639
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,HIGHFIELD MANOR CARE HOME LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349640
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,LILY CARE LIMITED,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349641
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349642
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349643
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,QUALIA CARE LTD IN ADMINISTRATION,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349644
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,EAST AND WEST HEALTHCARE LIMITED,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349645
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349646
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,100.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349647
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ARCHMOOR CARE HOME,27-Dec-24,"1,422.00 ",RESIDENTIAL LONG TERM,V002349648
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,ARCHMOOR CARE HOME,27-Dec-24,20.00 ,RESIDENTIAL & NURSING TOP UP EXPENDITURE,V002349649
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,139.29 ",RESIDENTIAL LONG TERM,V002349650
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,450.00 ",RESIDENTIAL LONG TERM,V002349651
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,450.00 ",RESIDENTIAL LONG TERM,V002349652
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,498.00 ",RESIDENTIAL LONG TERM,V002349653
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349654
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349655
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349656
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349657
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349658
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349659
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349660
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349661
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349662
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349663
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349664
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349665
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349666
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349667
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349668
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349669
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"-1,546.00 ",RESIDENTIAL LONG TERM,V002349670
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,139.29 ",NURSING LONG TERM,V002349671
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,450.00 ",NURSING LONG TERM,V002349672
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,450.00 ",NURSING LONG TERM,V002349673
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,498.00 ",NURSING LONG TERM,V002349674
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349675
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349676
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349677
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349678
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349679
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349680
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349681
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349682
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349683
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349684
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349685
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349686
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349687
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349688
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349689
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349690
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349691
ROCHDALE BOROUGH COUNCIL,27-Dec-24,ADULT CARE LCO FUNCTIONS,WELLINGTON HEALTHCARE ARDEN LTD,27-Dec-24,"1,546.00 ",NURSING LONG TERM,V002349692
